guideline_id,filename,guideline_name,guideline_label,icd10,age_category,section_order,section_title,canonical_title,section_kind,chunks,chars
229_3,229_3.pdf,Ожирение у детей,229_3 — Ожирение у детей,"E66.0, E66.1, E66.2, E66.8, E66.9, E67.8",Дети,26,Приложение 3. Стадии полового развития по шкале Tanner.,приложение 3. стадии полового развития по шкале tanner,appendix,1,1773
229_3,229_3.pdf,Ожирение у детей,229_3 — Ожирение у детей,"E66.0, E66.1, E66.2, E66.8, E66.9, E67.8",Дети,27,Приложение Б. Алгоритмы действий врача,алгоритмы действий врача,appendix,1,38
229_3,229_3.pdf,Ожирение у детей,229_3 — Ожирение у детей,"E66.0, E66.1, E66.2, E66.8, E66.9, E67.8",Дети,28,Приложение В. Информация для пациента,информация для пациента,appendix,3,4910
229_3,229_3.pdf,Ожирение у детей,229_3 — Ожирение у детей,"E66.0, E66.1, E66.2, E66.8, E66.9, E67.8",Дети,29,"Приложение Г1-ГN. Шкалы оценки, вопросники и","шкалы оценки, вопросники и",appendix,1,157
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,1,1.1 Определение заболевания или состояния (группы заболеваний или состояний),определение заболевания или состояния (группы заболеваний или состояний),numbered,1,358
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,2,1.2 Этиология и патогенез заболевания или состояния (группы заболеваний или,этиология и патогенез заболевания или состояния (группы заболеваний или,numbered,3,4316
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,3,1.3 Эпидемиология заболевания или состояния (группы заболеваний или состояний),эпидемиология заболевания или состояния (группы заболеваний или состояний),numbered,1,1002
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,4,1.4 Особенности кодирования заболевания или состояния (группы заболеваний или,особенности кодирования заболевания или состояния (группы заболеваний или,numbered,1,376
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,5,1.5 Классификация заболевания или состояния (группы заболеваний или состояний),классификация заболевания или состояния (группы заболеваний или состояний),numbered,4,7183
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,6,2.1 Жалобы и анамнез,жалобы и анамнез,numbered,1,78
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,7,2.2 Физикальное обследование,физикальное обследование,numbered,1,103
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,8,2.3 Лабораторные диагностические исследования,лабораторные диагностические исследования,numbered,1,1847
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,9,2.4 Инструментальные диагностические исследования,инструментальные диагностические исследования,numbered,6,10208
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,10,2.5 Иные диагностические исследования,иные диагностические исследования,numbered,3,3933
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,11,3.1 Консервативное лечение,консервативное лечение,numbered,1,950
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,12,3.2 Хирургическое лечение,хирургическое лечение,numbered,25,44635
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,13,30.08.2019 г № 605н,г № 605н,numbered,3,4049
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,14,Критерии оценки качества медицинской помощи (,критерии оценки качества медицинской помощи (,criteria,1,468
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,15,Список литературы,список литературы,bibliography,13,23398
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,16,Приложение А1. Состав рабочей группы по разработке и пересмотру,состав рабочей группы по разработке и пересмотру,appendix,4,5919
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,17,Приложение А2. Методология разработки клинических рекомендаций,методология разработки клинических рекомендаций,appendix,3,4336
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,18,"Приложение А3. Справочные материалы, включая соответствие","справочные материалы, включая соответствие",appendix,15,26602
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,19,Приложение В. Информация для пациента,информация для пациента,appendix,2,3788
22_3,22_3.pdf,Нейросенсорная тугоухость у детей,22_3 — Нейросенсорная тугоухость у детей,"H90.3, H90.4, H90.5",Дети,20,"Приложение Г1-ГN. Шкалы оценки, вопросники и другие оценочные","шкалы оценки, вопросники и другие оценочные",appendix,1,145
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",1,1.1 Определение заболевания или состояния (группы заболеваний или,определение заболевания или состояния (группы заболеваний или,numbered,1,299
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",2,1.2 Этиология и патогенез заболевания или состояния (группы заболеваний,этиология и патогенез заболевания или состояния (группы заболеваний,numbered,2,2137
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",3,1.3 Эпидемиология заболевания или состояния (группы заболеваний или,эпидемиология заболевания или состояния (группы заболеваний или,numbered,1,549
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",4,1.4 Особенности,особенности,numbered,1,214
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",5,1.5 Классификация заболевания или состояния (группы заболеваний или,классификация заболевания или состояния (группы заболеваний или,numbered,1,121
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",6,1.6 Клиническая картина заболевания или состояния (группы заболеваний,клиническая картина заболевания или состояния (группы заболеваний,numbered,3,4232
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",7,2.1 Жалобы и анамнез,жалобы и анамнез,numbered,1,151
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",8,2.2 Физикальное обследование,физикальное обследование,numbered,1,560
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",9,2.3 Лабораторные диагностические исследования,лабораторные диагностические исследования,numbered,2,2820
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",10,2.4 Инструментальные диагностические исследования,инструментальные диагностические исследования,numbered,1,65
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",11,2.5 Иные диагностические исследования,иные диагностические исследования,numbered,4,6087
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",12,3.1 Консервативное лечение,консервативное лечение,numbered,2,3534
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",13,3.2 Хирургическое лечение,хирургическое лечение,numbered,1,40
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",14,3.3 Иное лечение,иное лечение,numbered,2,2421
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",15,Критерии оценки качества медицинской помощи,критерии оценки качества медицинской помощи,criteria,1,963
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",16,Список литературы,список литературы,bibliography,6,10672
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",17,Приложение А1. Состав рабочей группы по разработке и пересмотру,состав рабочей группы по разработке и пересмотру,appendix,1,1534
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",18,Приложение А2. Методология разработки клинических рекомендаций,методология разработки клинических рекомендаций,appendix,2,3295
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",19,"Приложение А3. Справочные материалы, включая соответствие","справочные материалы, включая соответствие",appendix,1,447
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",20,Приложение Б. Алгоритмы действий врача,алгоритмы действий врача,appendix,1,41
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",21,Приложение В. Информация для пациента,информация для пациента,appendix,1,1072
231_2,231_2.pdf,Буллезный пемфигоид,231_2 — Буллезный пемфигоид,L12.0,"Взрослые, дети",22,"Приложение Г1 - rN. Шкалы оценки, вопросники и другие оценочные","шкалы оценки, вопросники и другие оценочные",appendix,1,280
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",1,1.1 Определение заболевания или состояния (группы заболеваний или,определение заболевания или состояния (группы заболеваний или,numbered,1,1043
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",2,1.2 Этиология и патогенез заболевания или состояния (группы заболеваний,этиология и патогенез заболевания или состояния (группы заболеваний,numbered,3,4143
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",3,1.3 Эпидемиология заболевания или состояния (группы заболеваний или,эпидемиология заболевания или состояния (группы заболеваний или,numbered,8,13760
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",4,2.1 Жалобы и анамнез,жалобы и анамнез,numbered,1,230
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",5,2.2 Физикальное обследование,физикальное обследование,numbered,1,103
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",6,2.3 Лабораторные диагностические исследования,лабораторные диагностические исследования,numbered,1,1968
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",7,2.4 Инструментальные диагностические исследования,инструментальные диагностические исследования,numbered,1,67
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",8,2.5 Иные диагностические исследования,иные диагностические исследования,numbered,1,1923
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",9,3.1 Консервативное лечение,консервативное лечение,numbered,9,15070
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",10,3.2 Хирургическое лечение,хирургическое лечение,numbered,1,468
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",11,3.3 Иное лечение,иное лечение,numbered,3,4385
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",12,Критерии оценки качества медицинской помощи,критерии оценки качества медицинской помощи,criteria,1,689
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",13,Список литературы,список литературы,bibliography,7,11401
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",14,Приложение А1. Состав рабочей группы по разработке и пересмотру,состав рабочей группы по разработке и пересмотру,appendix,2,2112
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",15,Приложение А2. Методология разработки клинических рекомендаций,методология разработки клинических рекомендаций,appendix,2,3496
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",16,"Приложение А3. Справочные материалы, включая соответствие","справочные материалы, включая соответствие",appendix,1,454
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",17,Приложение Б. Алгоритмы ведения пациента,алгоритмы ведения пациента,appendix,1,1798
232_2,232_2.pdf,Пиодермии,232_2 — Пиодермии,"L00, L01, L02, L08.0, L08.8, L08.9, L73.8, L73.9, L74.0, L74.1, L74.3, L74.8, P39.4","Взрослые, дети",18,"Приложение Г1 - ГN. Шкалы оценки, вопросники и другие","шкалы оценки, вопросники и другие",appendix,1,155
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",1,1.1 Определение заболевания или состояния,определение заболевания или состояния,numbered,1,457
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",2,1.2 Этиология и патогенез заболевания или состояния (группы заболеваний,этиология и патогенез заболевания или состояния (группы заболеваний,numbered,1,1845
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",3,1.3 Эпидемиология заболевания или состояния ( г р у п п ы заболеваний или,эпидемиология заболевания или состояния ( г р у п п ы заболеваний или,numbered,1,432
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",4,1.4 Особенности,особенности,numbered,1,424
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",5,1.5 Классификация заболевания или состояния (группы заболеваний или,классификация заболевания или состояния (группы заболеваний или,numbered,1,416
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",6,1.6 Клиническая картина заболевания или состояния (группы заболеваний,клиническая картина заболевания или состояния (группы заболеваний,numbered,5,8180
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",7,2.1 Жалобы и анамнез,жалобы и анамнез,numbered,1,246
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",8,2.2 Физикалыюе обследование,физикалыюе обследование,numbered,1,911
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",9,2.3 Лабораторные диагностические исследования,лабораторные диагностические исследования,numbered,4,7002
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",10,2.4 Инструментальные диагностические исследования,инструментальные диагностические исследования,numbered,3,4916
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",11,2.5 Иные диагностические исследования,иные диагностические исследования,numbered,2,2188
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",12,3.1 Консепвативное лечение,консепвативное лечение,numbered,30,52933
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",13,3.2 Хирургическое лечение,хирургическое лечение,numbered,1,41
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",14,3.3 Иное лечение,иное лечение,numbered,4,6873
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",15,Критерии оценки качества медицинской помощи,критерии оценки качества медицинской помощи,criteria,1,1418
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",16,Список литературы,список литературы,bibliography,6,10790
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",17,0.05 регсеп! о1п1теп1 апЛ ап орйтхгеЛ Ье1а т е 1Ьазопе <йргор1опа1е 0.05 регсеп! 01п1теп 1: т 1Ье,регсеп! о1п1теп1 апл ап орйтхгел ье1а т е 1ьазопе <йргор1опа1е 0.05 регсеп! 01п1теп 1: т 1ье,numbered,20,35245
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",18,Приложение А2. Методология разработки клинических рекомендаций,методология разработки клинических рекомендаций,appendix,2,3317
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",19,"Приложение АЗ. Справочные материалы, включая соответствие показаний к","з. справочные материалы, включая соответствие показаний к",appendix,1,429
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",20,15.11.2012 № 924н «Об утверждении Порядка оказания медицинской помощи населению,№ 924н «об утверждении порядка оказания медицинской помощи населению,numbered,4,5699
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",21,Приложение Б. Алгоритмы действий врача,алгоритмы действий врача,appendix,1,902
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",22,Приложение В. Информация для пациента,информация для пациента,appendix,1,1617
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",23,"Приложение Г1 - ГМ. Шкалы оценки, вопросники и другие оценочные","шкалы оценки, вопросники и другие оценочные",appendix,1,136
234_2,234_2.pdf,Псориаз,234_2 — Псориаз,"L40.0, L40.1, L40.2, L40.3, L40.4, L40.8, L40.9","Взрослые, дети",24,Приложение П . Индекс оценки тяжести и распространенности псориаза,индекс оценки тяжести и распространенности псориаза,appendix,1,1627
237_6,237_6.pdf,Рак пищевода и кардии,237_6 — Рак пищевода и кардии,"C15, C16.0",Взрослые,1,(без раздела),(без раздела),unsectioned,106,189838
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,1,1.1 Определение заболевания или состояния,определение заболевания или состояния,numbered,1,835
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,2,1.2 Этиология и патогенез заболевания или,этиология и патогенез заболевания или,numbered,2,2833
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,3,1.3 Эпидемиология заболевания или состояния,эпидемиология заболевания или состояния,numbered,2,2306
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,4,1.4 Особенности кодирования заболевания или,особенности кодирования заболевания или,numbered,1,638
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,5,1.5 Классификация заболевания или состояния,классификация заболевания или состояния,numbered,2,2897
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,6,1.6 Клиническая картина заболевания или,клиническая картина заболевания или,numbered,2,3072
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,7,2.1 Жалобы и анамнез,жалобы и анамнез,numbered,1,190
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,8,2.2 Физикальное обследование,физикальное обследование,numbered,2,3580
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,9,2.3 Лабораторные диагностические исследования,лабораторные диагностические исследования,numbered,2,2501
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,10,2.4 Инструментальные диагностические,инструментальные диагностические,numbered,1,1474
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,11,2.5 Иные диагностические исследования,иные диагностические исследования,numbered,5,8319
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,12,3.4 Обезболивание,обезболивание,numbered,1,331
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,13,3.5 Сопутствующая терапия у больных саркомой Капоши,сопутствующая терапия у больных саркомой капоши,numbered,3,4695
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,14,3.6 Диетотерапия,диетотерапия,numbered,1,647
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,15,4.1 Предреабилитация,предреабилитация,numbered,1,766
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,16,4.2 Первый этап реабилитации,первый этап реабилитации,numbered,1,801
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,17,4.3 Второй этап реабилитации,второй этап реабилитации,numbered,1,405
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,18,4.4 Третий этап реабилитации,третий этап реабилитации,numbered,10,17394
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,19,Критерии оценки качества медицинской помощи,критерии оценки качества медицинской помощи,criteria,1,824
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,20,Список литературы,список литературы,bibliography,12,20140
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,21,Приложение А1. Состав рабочей группы по,состав рабочей группы по,appendix,3,3885
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,22,Приложение А2. Методология разработки,методология разработки,appendix,2,3368
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,23,"Приложение А3. Справочные материалы,",справочные материалы,appendix,1,1957
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,24,Приложение Б. Алгоритмы действий врача,алгоритмы действий врача,appendix,1,78
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,25,Приложение В. Информация для пациента,информация для пациента,appendix,3,3992
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,26,"Приложение Г1-ГN. Шкалы оценки, вопросники и","шкалы оценки, вопросники и",appendix,1,133
238_2,238_2.pdf,Саркома Капоши,238_2 — Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,27,Приложение Г1. Шкала оценки тяжести состояния пациента по версии,шкала оценки тяжести состояния пациента по версии,appendix,1,1620
